Date OS;Nature de prestation;Service bénéficiaire;Rubrique budgétaire;Fournisseur;type Frs;type de dépense;Montant dépens TTC;Service bénéficiair;type budget(I,F);délai d’exécution;délai réel d’exécution.
04/07/2011 0:00;Service;Ex Siége;Achats de travaux, études et prestations de service;DOC ARCHIVES;local;Marché Services;4 548 240;Ex Siége;Investissement;1 095;
03/23/2012 00:00:00;Réception et participation aux manifestations officielles;Siege;"Missions									";ICO TOURS INTERNATIONAL;local;Bon de commandes;17 436;Siege;Investissement;0;
04/24/2012 00:00:00;Acquisition de fournitures de bureau;Siege;Achat de fournitures de bureau;FAMARCO;local;Marché Fournitures;864 480;Siege;Investissement;60;
05/16/2012 00:00:00;Installations techniques, Matériel et Outillage;Direction régionale CHAOUIA TADLA (DRCT);"Maintenance des agencements & installations techniques									";STE ELECTRO CYCLES SETTAT;local;Bon de commandes;2 040;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
05/04/2012 0:00;Service;Direction régionale CHAOUIA TADLA (DRCT);"Voyage et déplacement									";ESPACE TOURISME;local;Bon de commandes;1 500;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
04/18/2012 00:00:00;Réparation;Siege;"Entretien et réparations des biens mobiliers									";RENAULT COMMERCE MAROC;local;Bon de commandes;2 306;Siege;Investissement;0;
03/28/2012 00:00:00;Réparation;Siege;"Entretien et réparations des biens mobiliers									";RENAULT COMMERCE MAROC;local;Bon de commandes;1 527;Siege;Investissement;0;
03/22/2012 00:00:00;Réparation;Siege;"Entretien et réparations des biens mobiliers									";RENAULT COMMERCE MAROC;local;Bon de commandes;1 097;Siege;Investissement;0;
02/20/2012 00:00:00;Réparation;Siege;"Entretien et réparations des biens mobiliers									";RENAULT COMMERCE MAROC;local;Bon de commandes;1 725;Siege;Investissement;0;
03/22/2012 00:00:00;Réparation;Siege;"Entretien et réparations des biens mobiliers									";RENAULT COMMERCE MAROC;local;Bon de commandes;1 438;Siege;Investissement;0;
06/30/2012 00:00:00;documentation générale;Direction régionale CHAOUIA TADLA (DRCT);"Documentation générale									";LIBRAIRIE EL RAZI SETTAT;local;Bon de commandes;1 449;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
04/24/2012 00:00:00;Réception et participation aux manifestations officielles;Siege;"Publications									";XCOM EVENTS;local;Bon de commandes;62 040;Siege;Investissement;0;
06/27/2012 00:00:00;Formation;Siege;"Formation									";DEFI MANAGEMENT;local;Bon de commandes;21 600;Siege;Investissement;0;
07/09/2012 0:00;Acquisition du consommable informatique;Siege;"Entretien et réparations des biens mobiliers									";SILVER BUREAU;local;Bon de commandes;54 000;Siege;Investissement;0;
05/20/2011 00:00:00;Travaux;Ex Siége;"Entretien et réparations des biens immobiliers									";TECNITAS SARL;local;Bon de commandes;14 400;Ex Siége;Investissement;0;
06/15/2012 00:00:00;Réception et participation aux manifestations officielles;Siege;"Réception & participation aux manifestations officielles									";LP TRAITEUR;local;Bon de commandes;12 760;Siege;Investissement;0;
06/04/2012 0:00;Réception et participation aux manifestations officielles;Siege;"Réception & participation aux manifestations officielles									";LP TRAITEUR;local;Bon de commandes;10 395;Siege;Investissement;0;
11/17/2011 00:00:00;Acquisition de fournitures de bureau;Siege;Achat de fournitures de bureau;FIRST  EQUIPEMENT PUBLICITE GRAVURE;local;Bon de commandes;930;Siege;Investissement;1;
09/06/2012 0:00;Acquisition du Matériels de Bureau;Siege;Matériel et outillage;TA BURO SARL;local;Bon de commandes;97 200;Siege;Investissement;0;
01/09/2012 0:00;Service;Direction régionale TANGER TETOUAN (DRTT);"Maintenance des agencements & installations techniques									";DROGUERIE  YAHYA;local;Bon de commandes;8 400;Direction régionale TANGER TETOUAN (DRTT);Investissement;0;
05/01/2012 0:00;documentation générale;Direction régionale CHAOUIA TADLA (DRCT);"Documentation générale									";LIBRAIRIE EL RAZI SETTAT;local;Bon de commandes;1 508;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
06/01/2012 0:00;Réception et participation aux manifestations officielles;Siege;"Réception & participation aux manifestations officielles									";EL ASRY BRAHIM;local;Bon de commandes;3 518;Siege;Investissement;0;
04/06/2012 0:00;Réparation;Siege;"Entretien et réparations des biens mobiliers									";CENTRALE AUTOMOBILE CHERIFIENNE;local;Bon de commandes;1 291;Siege;Investissement;0;
05/02/2012 0:00;Réparation;Siege;"Entretien et réparations des biens mobiliers									";CENTRALE AUTOMOBILE CHERIFIENNE;local;Bon de commandes;3 282;Siege;Investissement;0;
06/04/2012 0:00;Service;Direction régionale CHAOUIA TADLA (DRCT);"Frais postaux									";BARID AL MAGHRIB;local;Bon de commandes;1 245;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
02/02/2012 0:00;Acquisition de fournitures de bureau;Direction régionale ORIENT (DRO);Achat de fournitures de bureau;OCS (ORIENTAL COPIE SERVICE);local;Bon de commandes;27 240;Direction régionale ORIENT (DRO);Investissement;0;
05/22/2012 00:00:00;Réception et participation aux manifestations officielles;Direction régionale FES-SAISS (DRFS);"Réception & participation aux manifestations officielles									";TOP CLASS ESPRESSO;local;Bon de commandes;7 657;Direction régionale FES-SAISS (DRFS);Investissement;0;
04/30/2012 00:00:00;Entretien et réparation des biens mobiliers;Direction régionale FES-SAISS (DRFS);"Entretien et réparations des biens immobiliers									";NORD PROTECTION;local;Bon de commandes;1 812;Direction régionale FES-SAISS (DRFS);Investissement;0;
10/12/2011 0:00;Acquisition de fournitures de bureau;Ex Siége;Matériel informatique;SIEMENS;local;Bon de commandes;160 510;Ex Siége;Investissement;0;
06/25/2012 00:00:00;Acquisition de fournitures informatiques;Siege;Matériel de bureau;SILVER BUREAU;local;Bon de commandes;83 580;Siege;Investissement;0;
08/17/2011 00:00:00;Acquisition du Mobilier de Bureau;Ex Siége;Mobilier de bureau;MOGESSE;local;Bon de commandes;27 480;Ex Siége;Investissement;0;
04/16/2012 00:00:00;Réparation;Siege;"Entretien et réparations des biens mobiliers									";CENTRALE AUTOMOBILE CHERIFIENNE;local;Bon de commandes;2 496;Siege;Investissement;0;
04/13/2012 00:00:00;Service;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);"Entretien et réparations des biens mobiliers									";PNEUMATIQUES FATHALLAH;local;Bon de commandes;2 200;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Investissement;0;
03/29/2012 00:00:00;Réception et participation aux manifestations officielles;Siege;"Réception & participation aux manifestations officielles									";LP TRAITEUR;local;Bon de commandes;12 760;Siege;Investissement;0;
03/29/2012 00:00:00;Réception et participation aux manifestations officielles;Siege;"Réception & participation aux manifestations officielles									";LP TRAITEUR;local;Bon de commandes;11 880;Siege;Investissement;0;
03/22/2012 00:00:00;Réparation;Siege;"Entretien et réparations des biens mobiliers									";RENAULT COMMERCE MAROC;local;Bon de commandes;858;Siege;Investissement;0;
04/16/2012 00:00:00;Réparation;Siege;"Entretien et réparations des biens mobiliers									";RENAULT COMMERCE MAROC;local;Bon de commandes;2 260;Siege;Investissement;0;
03/28/2012 00:00:00;Réparation;Siege;"Entretien et réparations des biens mobiliers									";RENAULT COMMERCE MAROC;local;Bon de commandes;1 714;Siege;Investissement;0;
04/16/2012 00:00:00;Réparation;Siege;"Entretien et réparations des biens mobiliers									";RENAULT COMMERCE MAROC;local;Bon de commandes;1 279;Siege;Investissement;0;
06/11/2012 0:00;documentation générale;Siege;"Documentation générale									";PAPETERIE MOURAI;local;Bon de commandes;447;Siege;Investissement;0;
05/01/2012 0:00;documentation générale;Siege;"Documentation générale									";PAPETERIE MOURAI;local;Bon de commandes;20 708;Siege;Investissement;0;
12/29/2011 00:00:00;Service;Ex Siége;"Assurances multirisques (vol, incendie, responsabilité civil¿)									";GRAS SAVOYE;local;Marché Services;3 931 536;Ex Siége;Investissement;1 096;
05/30/2012 00:00:00;Acquisition de fournitures de bureau;Direction régionale TANGER TETOUAN (DRTT);Achat de fournitures de bureau;COMPUTER MORROCO SOLUTION ;local;Bon de commandes;9 800;Direction régionale TANGER TETOUAN (DRTT);Investissement;0;
07/16/2012 00:00:00;Réparation;Direction régionale CHAOUIA TADLA (DRCT);"Maintenance des agencements & installations techniques									";TRADIFEC SARL;local;Bon de commandes;960;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
05/03/2012 0:00;Acquisition du consommable informatique;Siege;"Entretien et réparations des biens immobiliers									";TA BURO SARL;local;Bon de commandes;36 960;Siege;Investissement;0;
06/08/2012 0:00;Réparation;Direction régionale CHAOUIA TADLA (DRCT);"Maintenance des agencements & installations techniques									"; SERVICE KENFAOUI S.A.R.L;local;Bon de commandes;10 320;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
06/06/2012 0:00;Réception et participation aux manifestations officielles;Siege;"Réception & participation aux manifestations officielles									";TOP CLASS ESPRESSO;local;Bon de commandes;23 976;Siege;Investissement;0;
05/25/2012 00:00:00;Réception et participation aux manifestations officielles;Siege;"Missions									";ICO TOURS INTERNATIONAL;local;Bon de commandes;7 788;Siege;Investissement;0;
05/25/2012 00:00:00;Réception et participation aux manifestations officielles;Siege;"Missions									";ICO TOURS INTERNATIONAL;local;Bon de commandes;17 461;Siege;Investissement;0;
01/10/2012 0:00;Réparation;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);"Entretien et réparations des biens mobiliers									";CHIFA PIECE AUTOS;local;Bon de commandes;481;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Investissement;0;
05/11/2012 0:00;Entretien et réparation des biens mobiliers;Siege;"Entretien et réparations des biens immobiliers									";ATLAS COURANT;local;Bon de commandes;1 086;Siege;Investissement;0;
12/29/2011 00:00:00;Formation;Ex Siége;"Formation									";ORH GROUPE;local;Marché Services;192 960;Ex Siége;Investissement;0;
08/15/2011 00:00:00;Vente aux enchères;Ex Siége;Brevets, marques, droits et valeurs similaires;CBI;local;Marché Services;230 760;Ex Siége;Investissement;0;
07/10/2012 0:00;Service;Direction régionale CHAOUIA TADLA (DRCT);"Réception & participation aux manifestations officielles									";HOTEL BEL AIR;local;Bon de commandes;945;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
07/13/2012 00:00:00;Service;Direction régionale CHAOUIA TADLA (DRCT);"Maintenance des agencements & installations techniques									";PORSIGNAL GROUPE S.A.R.L;local;Bon de commandes;1 680;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
12/19/2011 00:00:00;Formation;Ex Siége;"Formation									";FACULTE DES SCIENCES ECONOMIQUES JURIDIQUES ET SOCIALES;local;Bon de commandes;24 500;Ex Siége;Investissement;0;
07/09/2012 0:00;Réparation;Direction régionale CHAOUIA TADLA (DRCT);"Entretien et réparations des biens immobiliers									";SOLVO TRAVAUX DIVERS S.A.R.L;local;Bon de commandes;4 680;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
06/22/2012 00:00:00;Service;Siege;"Missions									";ICO TOURS INTERNATIONAL;local;Bon de commandes;9 758;Siege;Investissement;0;
07/18/2012 00:00:00;Acquisition de fournitures de bureau;Direction régionale CHAOUIA TADLA (DRCT);Achat de fournitures de bureau; STE BUREAUTIQUE FARIRE;local;Bon de commandes;730;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
08/24/2012 00:00:00;Voyages et déplacement;Direction régionale CHAOUIA TADLA (DRCT);"Voyage et déplacement									";STE NATIONALE DES AUTOROUTES DU MAROC;local;Bon de commandes;1 000;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
07/10/2012 0:00;Acquisition du consommable informatique et bureautique;Siege;Achat de fournitures informatiques;MONDOFFICE;local;Marché Fournitures;186 900;Siege;Investissement;0;
07/10/2012 0:00;Acquisition du consommable informatique et bureautique;Siege;Achat de fournitures informatiques;TA BURO SARL;local;Marché Fournitures;112 320;Siege;Investissement;0;
02/13/2012 00:00:00;Travaux;Siege;Agencements et aménagements des constructions;STE SALBI;local;Bon de commandes;85 524;Siege;Investissement;0;
06/24/2011 00:00:00;Travaux;Ex Siége;Agencements et aménagements des constructions;INSTALLATOR;local;Bon de commandes;22 656;Ex Siége;Investissement;0;
07/09/2012 0:00;Acquisition de fournitures de bureau;Direction régionale TANGER TETOUAN (DRTT);Achat de fournitures de bureau;PC FULL;local;Bon de commandes;95 010;Direction régionale TANGER TETOUAN (DRTT);Investissement;0;
06/22/2012 00:00:00;Entretien et réparation des biens mobiliers;Direction régionale FES-SAISS (DRFS);"Entretien et réparations des biens mobiliers									";STE BENMASSAOUD;local;Bon de commandes;9 778;Direction régionale FES-SAISS (DRFS);Investissement;0;
06/30/2012 00:00:00;documentation générale;Direction régionale FES-SAISS (DRFS);"Documentation générale									";AHRIM BOUBKER;local;Bon de commandes;848;Direction régionale FES-SAISS (DRFS);Investissement;0;
06/13/2012 00:00:00;Acquisition de fournitures de bureau;Siege;Achat de fournitures de bureau;IMPRIMERIE ETOILE D'OR;local;Bon de commandes;312;Siege;Investissement;0;
05/25/2012 00:00:00;Acquisition de fournitures de bureau;Siege;Achat de fournitures de bureau;IMPRIMERIE ETOILE D'OR;local;Bon de commandes;312;Siege;Investissement;0;
06/13/2012 00:00:00;Acquisition de fournitures de bureau;Siege;Achat de fournitures de bureau;IMPRIMERIE ETOILE D'OR;local;Bon de commandes;312;Siege;Investissement;0;
08/01/2012 0:00;documentation générale;Direction régionale CHAOUIA TADLA (DRCT);"Documentation générale									";LIBRAIRIE EL RAZI SETTAT;local;Bon de commandes;1 014;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
02/20/2012 00:00:00;Acquisition de fournitures informatiques;Direction régionale AGADIR (DRAG);Achat de fournitures informatiques;OLI-SUD SA;local;Bon de commandes;39 816;Direction régionale AGADIR (DRAG);Investissement;0;
04/13/2012 00:00:00;Réception et participation aux manifestations officielles;Siege;"Réception & participation aux manifestations officielles									";LP TRAITEUR;local;Bon de commandes;8 360;Siege;Investissement;0;
06/29/2012 00:00:00;Acquisition de fournitures de bureau;Siege;Achat de fournitures de bureau;MAPAF;local;Marché Fournitures;873 000;Siege;Investissement;3;
07/10/2012 0:00;Entretien et réparation des biens mobiliers;Direction régionale TANGER TETOUAN (DRTT);"Entretien et réparations des biens mobiliers									";TANGER INTER BUREAU;local;Bon de commandes;4 920;Direction régionale TANGER TETOUAN (DRTT);Investissement;0;
07/16/2012 00:00:00;Réception et participation aux manifestations officielles;Siege;"Réception & participation aux manifestations officielles									";LP TRAITEUR;local;Bon de commandes;16 830;Siege;Investissement;0;
05/02/2012 0:00;Réception et participation aux manifestations officielles;Siege;"Réception & participation aux manifestations officielles									";EL ASRY BRAHIM;local;Bon de commandes;3 518;Siege;Investissement;0;
02/15/2012 00:00:00;Installations techniques, Matériel et Outillage;Direction régionale TANGER TETOUAN (DRTT);Achat de petit outillage et de petit équipement;COMPUTER MORROCO SOLUTION ;local;Bon de commandes;1 140;Direction régionale TANGER TETOUAN (DRTT);Investissement;0;
07/11/2012 0:00;Entretien et réparation des biens mobiliers;Direction régionale TANGER TETOUAN (DRTT);"Entretien et réparations des biens mobiliers									";GARAGE IBN KHATIB;local;Bon de commandes;2 730;Direction régionale TANGER TETOUAN (DRTT);Investissement;0;
01/05/2012 0:00;Maintenance;Direction régionale TANGER TETOUAN (DRTT);"Maintenance des agencements & installations techniques									";BLINDS SYSTEMES;local;Bon de commandes;13 800;Direction régionale TANGER TETOUAN (DRTT);Investissement;0;
